_id,Date,Gender,Race,Age at Booking,Current Age
1,2018-09-01,M,B,26,28
2,2018-09-01,M,B,22,24
3,2018-09-01,M,B,25,27
4,2018-09-01,M,B,33,34
5,2018-09-01,M,B,21,22
6,2018-09-01,M,W,24,25
7,2018-09-01,M,W,37,39
8,2018-09-01,M,B,46,47
9,2018-09-01,M,W,25,26
10,2018-09-01,M,W,45,46
11,2018-09-01,M,B,21,22
12,2018-09-01,M,B,27,28
13,2018-09-01,M,W,42,42
14,2018-09-01,M,B,44,45
15,2018-09-01,M,W,34,35
16,2018-09-01,M,B,21,22
17,2018-09-01,M,B,25,26
18,2018-09-01,M,B,26,27
19,2018-09-01,M,B,41,42
20,2018-09-01,M,W,45,46
21,2018-09-01,M,B,23,23
22,2018-09-01,M,W,25,26
23,2018-09-01,M,B,44,44
24,2018-09-01,M,W,33,34
25,2018-09-01,M,W,52,52
26,2018-09-01,M,B,56,56
27,2018-09-01,M,W,20,21
28,2018-09-01,M,B,60,61
29,2018-09-01,M,B,31,31
30,2018-09-01,M,B,23,24
31,2018-09-01,M,B,31,32
32,2018-09-01,M,B,45,45
33,2018-09-01,M,B,21,21
34,2018-09-01,M,B,23,24
35,2018-09-01,M,W,34,34
36,2018-09-01,M,x,21,21
37,2018-09-01,M,B,27,27
38,2018-09-01,M,W,26,27
39,2018-09-01,M,W,33,34
40,2018-09-01,M,W,25,25
41,2018-09-01,M,W,26,26
42,2018-09-01,M,B,20,21
43,2018-09-01,M,B,46,47
44,2018-09-01,M,W,30,30
45,2018-09-01,M,W,39,39
46,2018-09-01,M,B,27,27
47,2018-09-01,M,W,32,32
48,2018-09-01,M,B,26,26
49,2018-09-01,M,W,59,59
50,2018-09-01,M,B,37,38
51,2018-09-01,M,B,24,25
52,2018-09-01,M,W,35,35
53,2018-09-01,M,B,40,40
54,2018-09-01,M,B,27,27
55,2018-09-01,M,B,18,18
56,2018-09-01,M,W,33,34
57,2018-09-01,M,B,38,38
58,2018-09-01,M,B,29,29
59,2018-09-01,M,W,28,29
60,2018-09-01,M,W,31,32
61,2018-09-01,M,B,49,50
62,2018-09-01,M,W,31,31
63,2018-09-01,M,B,36,37
64,2018-09-01,M,W,26,26
65,2018-09-01,M,x,26,26
66,2018-09-01,M,B,23,23
67,2018-09-01,M,B,26,26
68,2018-09-01,M,W,27,27
69,2018-09-01,M,W,30,30
70,2018-09-01,M,B,21,21
71,2018-09-01,M,B,37,37
72,2018-09-01,M,W,23,23
73,2018-09-01,M,U,51,51
74,2018-09-01,M,W,51,52
75,2018-09-01,M,W,25,25
76,2018-09-01,M,W,35,35
77,2018-09-01,M,B,46,46
78,2018-09-01,M,W,27,27
79,2018-09-01,M,W,21,21
80,2018-09-01,M,W,39,39
81,2018-09-01,M,W,26,26
82,2018-09-01,M,B,37,37
83,2018-09-01,M,W,33,33
84,2018-09-01,M,W,47,47
85,2018-09-01,M,B,39,39
86,2018-09-01,M,W,27,27
87,2018-09-01,M,W,36,36
88,2018-09-01,M,B,54,54
89,2018-09-01,M,W,44,44
90,2018-09-01,M,W,26,26
91,2018-09-01,M,W,28,28
92,2018-09-01,M,W,23,23
93,2018-09-01,M,x,26,26
94,2018-09-01,M,W,44,44
95,2018-09-01,M,B,31,31
96,2018-09-01,M,W,33,33
97,2018-09-01,M,B,19,19
98,2018-09-01,M,B,32,32
99,2018-09-01,M,B,27,27
100,2018-09-01,M,B,28,30
101,2018-09-01,M,B,16,18
102,2018-09-01,M,B,21,23
103,2018-09-01,M,B,37,39
104,2018-09-01,M,W,43,45
105,2018-09-01,M,B,22,24
106,2018-09-01,M,B,21,23
107,2018-09-01,M,B,29,30
108,2018-09-01,M,B,17,18
109,2018-09-01,M,B,28,29
110,2018-09-01,M,B,20,21
111,2018-09-01,M,B,29,30
112,2018-09-01,M,B,25,26
113,2018-09-01,M,B,30,31
114,2018-09-01,M,W,19,20
115,2018-09-01,M,B,26,27
116,2018-09-01,M,W,36,37
117,2018-09-01,M,W,29,30
118,2018-09-01,M,B,44,45
119,2018-09-01,M,B,31,31
120,2018-09-01,M,B,44,45
121,2018-09-01,M,B,17,18
122,2018-09-01,M,B,40,41
123,2018-09-01,M,B,29,30
124,2018-09-01,M,B,28,29
125,2018-09-01,M,B,26,27
126,2018-09-01,M,B,28,29
127,2018-09-01,M,B,33,33
128,2018-09-01,M,B,17,18
129,2018-09-01,M,W,42,42
130,2018-09-01,M,W,35,36
131,2018-09-01,M,B,26,26
132,2018-09-01,M,W,31,32
133,2018-09-01,M,B,20,21
134,2018-09-01,M,W,22,23
135,2018-09-01,M,B,22,22
136,2018-09-01,M,B,29,29
137,2018-09-01,M,B,24,24
138,2018-09-01,M,B,37,37
139,2018-09-01,M,B,24,25
140,2018-09-01,M,W,21,21
141,2018-09-01,M,W,31,32
142,2018-09-01,M,B,49,50
143,2018-09-01,M,B,29,29
144,2018-09-01,M,B,22,22
145,2018-09-01,M,B,31,31
146,2018-09-01,M,B,19,19
147,2018-09-01,M,W,45,45
148,2018-09-01,M,B,35,35
149,2018-09-01,M,B,36,36
150,2018-09-01,M,W,30,30
151,2018-09-01,M,B,31,31
152,2018-09-01,M,B,25,25
153,2018-09-01,M,B,24,24
154,2018-09-01,M,B,29,30
155,2018-09-01,M,B,27,27
156,2018-09-01,M,B,22,22
157,2018-09-01,M,B,26,26
158,2018-09-01,M,W,26,26
159,2018-09-01,M,B,15,17
160,2018-09-01,M,B,15,17
161,2018-09-01,M,W,16,17
162,2018-09-01,M,B,16,17
163,2018-09-01,M,B,17,17
164,2018-09-01,M,B,17,17
165,2018-09-01,M,B,17,17
166,2018-09-01,M,B,17,17
167,2018-09-01,M,B,17,17
168,2018-09-01,M,B,17,17
169,2018-09-01,M,B,17,17
170,2018-09-01,M,B,16,16
171,2018-09-01,M,B,17,17
172,2018-09-01,M,B,16,17
173,2018-09-01,M,B,17,17
174,2018-09-01,M,B,16,16
175,2018-09-01,M,B,16,16
176,2018-09-01,M,B,17,17
177,2018-09-01,M,W,16,16
178,2018-09-01,M,W,45,47
179,2018-09-01,M,B,19,21
180,2018-09-01,M,B,22,24
181,2018-09-01,M,B,20,21
182,2018-09-01,M,B,28,29
183,2018-09-01,M,B,23,24
184,2018-09-01,M,B,39,40
185,2018-09-01,M,W,37,38
186,2018-09-01,M,W,24,25
187,2018-09-01,M,B,47,48
188,2018-09-01,M,W,28,29
189,2018-09-01,M,W,42,43
190,2018-09-01,M,B,35,36
191,2018-09-01,M,B,28,29
192,2018-09-01,M,W,33,33
193,2018-09-01,M,W,29,29
194,2018-09-01,M,B,20,20
195,2018-09-01,M,B,26,26
196,2018-09-01,M,B,31,31
197,2018-09-01,M,W,61,61
198,2018-09-01,M,W,25,26
199,2018-09-01,M,B,25,25
200,2018-09-01,M,W,35,36
201,2018-09-01,M,B,25,26
202,2018-09-01,M,B,21,22
203,2018-09-01,M,B,29,30
204,2018-09-01,M,W,47,47
205,2018-09-01,M,B,20,21
206,2018-09-01,M,W,27,28
207,2018-09-01,M,B,27,27
208,2018-09-01,M,W,38,38
209,2018-09-01,M,W,21,21
210,2018-09-01,M,B,22,22
211,2018-09-01,M,B,24,24
212,2018-09-01,M,H,21,21
213,2018-09-01,M,B,37,37
214,2018-09-01,M,W,52,53
215,2018-09-01,M,B,19,20
216,2018-09-01,M,B,55,55
217,2018-09-01,M,B,22,22
218,2018-09-01,M,W,25,25
219,2018-09-01,M,x,21,21
220,2018-09-01,M,W,45,45
221,2018-09-01,M,B,54,54
222,2018-09-01,M,B,55,56
223,2018-09-01,M,W,54,54
224,2018-09-01,M,B,27,27
225,2018-09-01,M,W,32,32
226,2018-09-01,M,W,38,38
227,2018-09-01,M,B,38,38
228,2018-09-01,M,W,38,38
229,2018-09-01,M,W,25,25
230,2018-09-01,M,W,30,30
231,2018-09-01,M,B,22,22
232,2018-09-01,M,B,27,27
233,2018-09-01,M,W,29,29
234,2018-09-01,M,U,51,51
235,2018-09-01,M,B,21,21
236,2018-09-01,M,B,46,46
237,2018-09-01,M,W,35,35
238,2018-09-01,M,W,28,28
239,2018-09-01,M,A,32,32
240,2018-09-01,M,B,31,31
241,2018-09-01,M,W,52,52
242,2018-09-01,M,W,29,29
243,2018-09-01,M,W,39,39
244,2018-09-01,M,B,39,39
245,2018-09-01,M,B,46,46
246,2018-09-01,M,W,59,59
247,2018-09-01,M,B,33,33
248,2018-09-01,M,B,45,46
249,2018-09-01,M,B,38,38
250,2018-09-01,M,W,27,27
251,2018-09-01,M,B,36,36
252,2018-09-01,M,W,67,67
253,2018-09-01,M,W,43,43
254,2018-09-01,M,W,30,30
255,2018-09-01,M,W,32,32
256,2018-09-01,M,W,48,48
257,2018-09-01,M,B,20,20
258,2018-09-01,M,W,30,30
259,2018-09-01,M,W,34,34
260,2018-09-01,M,B,45,45
261,2018-09-01,M,B,27,27
262,2018-09-01,M,W,33,33
263,2018-09-01,M,B,41,42
264,2018-09-01,M,B,23,24
265,2018-09-01,M,W,41,42
266,2018-09-01,M,W,30,31
267,2018-09-01,M,B,28,28
268,2018-09-01,M,B,26,27
269,2018-09-01,M,B,33,33
270,2018-09-01,M,W,26,27
271,2018-09-01,M,B,35,36
272,2018-09-01,M,W,52,53
273,2018-09-01,M,W,52,53
274,2018-09-01,M,B,36,37
275,2018-09-01,M,W,21,22
276,2018-09-01,M,W,35,36
277,2018-09-01,M,B,37,37
278,2018-09-01,M,B,22,22
279,2018-09-01,M,B,23,23
280,2018-09-01,M,W,23,23
281,2018-09-01,M,W,26,27
282,2018-09-01,M,B,48,48
283,2018-09-01,M,W,23,24
284,2018-09-01,M,W,21,22
285,2018-09-01,M,W,23,24
286,2018-09-01,M,W,43,43
287,2018-09-01,M,B,38,39
288,2018-09-01,M,B,61,62
289,2018-09-01,M,B,40,40
290,2018-09-01,M,B,37,38
291,2018-09-01,M,W,24,24
292,2018-09-01,M,W,40,40
293,2018-09-01,M,B,49,50
294,2018-09-01,M,W,41,41
295,2018-09-01,M,W,47,48
296,2018-09-01,M,W,30,30
297,2018-09-01,M,W,19,19
298,2018-09-01,M,W,32,32
299,2018-09-01,M,W,25,25
300,2018-09-01,M,x,39,39
301,2018-09-01,M,W,38,38
302,2018-09-01,M,B,32,32
303,2018-09-01,M,W,35,35
304,2018-09-01,M,W,44,44
305,2018-09-01,M,W,38,38
306,2018-09-01,M,B,49,49
307,2018-09-01,M,,53,53
308,2018-09-01,M,W,28,28
309,2018-09-01,M,B,26,26
310,2018-09-01,M,W,37,37
311,2018-09-01,M,B,32,32
312,2018-09-01,M,B,36,36
313,2018-09-01,M,B,19,19
314,2018-09-01,M,U,28,28
315,2018-09-01,M,W,36,36
316,2018-09-01,M,B,26,26
317,2018-09-01,M,W,49,49
318,2018-09-01,M,W,31,31
319,2018-09-01,M,W,39,39
320,2018-09-01,M,B,58,58
321,2018-09-01,M,W,22,22
322,2018-09-01,M,W,40,40
323,2018-09-01,M,W,33,33
324,2018-09-01,M,B,19,19
325,2018-09-01,M,B,30,30
326,2018-09-01,M,B,21,21
327,2018-09-01,M,B,58,59
328,2018-09-01,M,B,32,32
329,2018-09-01,M,B,49,49
330,2018-09-01,M,W,37,37
331,2018-09-01,M,W,34,34
332,2018-09-01,M,B,42,42
333,2018-09-01,M,W,22,22
334,2018-09-01,M,B,57,57
335,2018-09-01,M,B,33,33
336,2018-09-01,M,H,28,28
337,2018-09-01,M,W,30,30
338,2018-09-01,M,B,29,29
339,2018-09-01,M,W,52,52
340,2018-09-01,M,W,33,33
341,2018-09-01,M,B,25,25
342,2018-09-01,M,W,38,38
343,2018-09-01,M,W,26,26
344,2018-09-01,M,W,22,22
345,2018-09-01,M,W,23,23
346,2018-09-01,M,B,28,28
347,2018-09-01,M,B,58,58
348,2018-09-01,M,B,36,38
349,2018-09-01,M,B,49,50
350,2018-09-01,M,W,17,18
351,2018-09-01,M,W,37,38
352,2018-09-01,M,W,30,31
353,2018-09-01,M,B,22,22
354,2018-09-01,M,B,40,41
355,2018-09-01,M,B,35,35
356,2018-09-01,M,B,35,36
357,2018-09-01,M,B,53,54
358,2018-09-01,M,B,23,24
359,2018-09-01,M,B,34,35
360,2018-09-01,M,B,29,30
361,2018-09-01,M,B,27,28
362,2018-09-01,M,B,38,39
363,2018-09-01,M,B,62,63
364,2018-09-01,M,B,40,41
365,2018-09-01,M,B,26,26
366,2018-09-01,M,B,17,18
367,2018-09-01,M,B,23,23
368,2018-09-01,M,B,48,49
369,2018-09-01,M,W,41,42
370,2018-09-01,M,W,44,44
371,2018-09-01,M,W,43,43
372,2018-09-01,M,B,23,23
373,2018-09-01,M,B,20,20
374,2018-09-01,M,W,38,39
375,2018-09-01,M,W,24,24
376,2018-09-01,M,W,32,32
377,2018-09-01,M,W,30,31
378,2018-09-01,M,B,31,31
379,2018-09-01,M,B,59,59
380,2018-09-01,M,B,38,38
381,2018-09-01,M,W,53,53
382,2018-09-01,M,B,37,37
383,2018-09-01,M,W,28,29
384,2018-09-01,M,B,18,18
385,2018-09-01,M,B,19,19
386,2018-09-01,M,W,54,54
387,2018-09-01,M,W,34,34
388,2018-09-01,M,W,30,30
389,2018-09-01,M,B,27,27
390,2018-09-01,M,H,26,27
391,2018-09-01,M,B,29,29
392,2018-09-01,M,W,25,26
393,2018-09-01,M,W,42,43
394,2018-09-01,M,W,53,53
395,2018-09-01,M,W,37,38
396,2018-09-01,M,W,45,46
397,2018-09-01,M,W,41,42
398,2018-09-01,M,B,29,30
399,2018-09-01,M,B,52,54
400,2018-09-01,M,B,26,28
401,2018-09-01,M,B,36,37
402,2018-09-01,M,B,39,40
403,2018-09-01,M,B,20,21
404,2018-09-01,M,B,21,22
405,2018-09-01,M,W,51,52
406,2018-09-01,M,W,36,37
407,2018-09-01,M,W,40,41
408,2018-09-01,M,B,20,21
409,2018-09-01,M,B,18,19
410,2018-09-01,M,B,25,26
411,2018-09-01,M,B,21,22
412,2018-09-01,M,B,21,22
413,2018-09-01,M,B,24,25
414,2018-09-01,M,W,27,27
415,2018-09-01,M,W,30,31
416,2018-09-01,M,B,47,47
417,2018-09-01,M,W,27,28
418,2018-09-01,M,B,29,30
419,2018-09-01,M,W,26,27
420,2018-09-01,M,B,22,23
421,2018-09-01,M,B,21,22
422,2018-09-01,M,W,28,28
423,2018-09-01,M,W,19,19
424,2018-09-01,M,B,37,38
425,2018-09-01,M,B,21,22
426,2018-09-01,M,B,24,24
427,2018-09-01,M,B,54,54
428,2018-09-01,M,W,36,36
429,2018-09-01,M,W,24,25
430,2018-09-01,M,W,41,42
431,2018-09-01,M,B,23,24
432,2018-09-01,M,W,34,34
433,2018-09-01,M,W,25,25
434,2018-09-01,M,W,24,24
435,2018-09-01,M,W,48,49
436,2018-09-01,M,W,28,28
437,2018-09-01,M,B,58,58
438,2018-09-01,M,W,31,31
439,2018-09-01,M,W,40,40
440,2018-09-01,M,W,29,29
441,2018-09-01,M,B,24,24
442,2018-09-01,M,B,45,45
443,2018-09-01,M,B,48,48
444,2018-09-01,M,B,26,26
445,2018-09-01,M,B,21,21
446,2018-09-01,M,B,37,37
447,2018-09-01,M,W,22,22
448,2018-09-01,M,B,28,28
449,2018-09-01,M,W,41,41
450,2018-09-01,M,W,26,26
451,2018-09-01,M,W,38,38
452,2018-09-01,M,B,29,29
453,2018-09-01,M,W,29,30
454,2018-09-01,M,W,36,36
455,2018-09-01,M,W,31,31
456,2018-09-01,M,W,37,37
457,2018-09-01,M,W,23,23
458,2018-09-01,M,B,24,24
459,2018-09-01,M,x,34,34
460,2018-09-01,M,W,39,39
461,2018-09-01,M,W,37,37
462,2018-09-01,M,W,45,45
463,2018-09-01,M,W,47,47
464,2018-09-01,M,B,19,19
465,2018-09-01,M,B,37,37
466,2018-09-01,M,B,54,54
467,2018-09-01,M,B,50,50
468,2018-09-01,M,B,34,34
469,2018-09-01,M,B,40,40
470,2018-09-01,M,W,32,32
471,2018-09-01,M,B,38,39
472,2018-09-01,M,B,38,38
473,2018-09-01,M,W,36,36
474,2018-09-01,M,W,29,29
475,2018-09-01,M,B,59,59
476,2018-09-01,M,W,33,33
477,2018-09-01,M,B,25,25
478,2018-09-01,M,W,35,35
479,2018-09-01,M,W,58,58
480,2018-09-01,M,H,56,56
481,2018-09-01,M,W,40,40
482,2018-09-01,M,W,38,38
483,2018-09-01,M,W,42,42
484,2018-09-01,M,W,68,68
485,2018-09-01,M,B,33,35
486,2018-09-01,M,B,25,27
487,2018-09-01,M,B,62,63
488,2018-09-01,M,B,23,24
489,2018-09-01,M,B,27,29
490,2018-09-01,M,W,41,42
491,2018-09-01,M,B,43,45
492,2018-09-01,M,B,53,54
493,2018-09-01,M,B,28,29
494,2018-09-01,M,W,32,33
495,2018-09-01,M,W,28,29
496,2018-09-01,M,B,32,33
497,2018-09-01,M,W,33,34
498,2018-09-01,M,B,20,21
499,2018-09-01,M,B,21,22
500,2018-09-01,M,W,42,43
501,2018-09-01,M,B,50,51
502,2018-09-01,M,W,33,33
503,2018-09-01,M,W,52,53
504,2018-09-01,M,W,29,29
505,2018-09-01,M,B,19,20
506,2018-09-01,M,W,28,28
507,2018-09-01,M,B,31,31
508,2018-09-01,M,B,46,47
509,2018-09-01,M,W,38,38
510,2018-09-01,M,B,23,23
511,2018-09-01,M,B,26,26
512,2018-09-01,M,B,34,34
513,2018-09-01,M,W,38,39
514,2018-09-01,M,B,33,33
515,2018-09-01,M,B,24,24
516,2018-09-01,M,W,24,25
517,2018-09-01,M,W,35,36
518,2018-09-01,M,W,23,23
519,2018-09-01,M,B,30,30
520,2018-09-01,M,B,34,34
521,2018-09-01,M,W,22,22
522,2018-09-01,M,W,24,24
523,2018-09-01,M,B,18,18
524,2018-09-01,M,B,21,21
525,2018-09-01,M,B,27,27
526,2018-09-01,M,B,32,32
527,2018-09-01,M,W,31,31
528,2018-09-01,M,B,53,53
529,2018-09-01,M,W,41,41
530,2018-09-01,M,B,53,53
531,2018-09-01,M,B,28,28
532,2018-09-01,M,B,40,41
533,2018-09-01,M,B,28,28
534,2018-09-01,M,W,36,37
535,2018-09-01,M,B,28,28
536,2018-09-01,M,B,23,23
537,2018-09-01,M,W,20,20
538,2018-09-01,M,W,40,40
539,2018-09-01,M,B,26,26
540,2018-09-01,M,B,51,51
541,2018-09-01,M,B,28,28
542,2018-09-01,M,B,35,35
543,2018-09-01,M,W,26,27
544,2018-09-01,M,B,27,27
545,2018-09-01,M,B,39,39
546,2018-09-01,M,B,40,40
547,2018-09-01,M,W,21,21
548,2018-09-01,M,W,36,36
549,2018-09-01,M,B,44,44
550,2018-09-01,M,B,37,37
551,2018-09-01,M,B,25,25
552,2018-09-01,M,B,27,27
553,2018-09-01,M,W,48,48
554,2018-09-01,M,W,50,50
555,2018-09-01,M,B,39,39
556,2018-09-01,M,B,29,29
557,2018-09-01,M,H,41,41
558,2018-09-01,M,B,20,20
559,2018-09-01,M,B,42,42
560,2018-09-01,M,W,37,37
561,2018-09-01,M,W,40,40
562,2018-09-01,M,W,56,56
563,2018-09-01,M,B,39,39
564,2018-09-01,M,B,19,19
565,2018-09-01,M,B,59,59
566,2018-09-01,M,W,43,43
567,2018-09-01,M,B,19,19
568,2018-09-01,M,W,20,20
569,2018-09-01,M,W,36,36
570,2018-09-01,M,B,21,21
571,2018-09-01,M,B,31,34
572,2018-09-01,M,W,64,66
573,2018-09-01,M,B,52,54
574,2018-09-01,M,B,40,42
575,2018-09-01,M,B,69,70
576,2018-09-01,M,B,56,57
577,2018-09-01,M,B,58,59
578,2018-09-01,M,B,25,26
579,2018-09-01,M,W,61,62
580,2018-09-01,M,B,34,35
581,2018-09-01,M,B,51,52
582,2018-09-01,M,W,65,66
583,2018-09-01,M,B,58,59
584,2018-09-01,M,B,64,65
585,2018-09-01,M,W,30,31
586,2018-09-01,M,B,62,63
587,2018-09-01,M,B,39,40
588,2018-09-01,M,B,44,45
589,2018-09-01,M,W,42,42
590,2018-09-01,M,W,35,35
591,2018-09-01,M,B,63,64
592,2018-09-01,M,B,66,67
593,2018-09-01,M,B,47,48
594,2018-09-01,M,W,50,50
595,2018-09-01,M,W,45,46
596,2018-09-01,M,B,48,48
597,2018-09-01,M,B,61,61
598,2018-09-01,M,B,39,39
599,2018-09-01,M,W,22,22
600,2018-09-01,M,W,60,61
601,2018-09-01,M,B,53,53
602,2018-09-01,M,B,56,57
603,2018-09-01,M,W,23,23
604,2018-09-01,M,W,46,46
605,2018-09-01,M,W,26,26
606,2018-09-01,M,B,61,61
607,2018-09-01,M,W,44,44
608,2018-09-01,M,B,28,28
609,2018-09-01,M,W,32,32
610,2018-09-01,M,B,66,66
611,2018-09-01,M,B,46,47
612,2018-09-01,M,W,55,55
613,2018-09-01,M,W,41,41
614,2018-09-01,M,B,54,54
615,2018-09-01,M,B,61,61
616,2018-09-01,M,W,60,60
617,2018-09-01,M,W,45,46
618,2018-09-01,M,B,20,21
619,2018-09-01,M,B,53,53
620,2018-09-01,M,B,38,38
621,2018-09-01,M,W,39,40
622,2018-09-01,M,W,33,33
623,2018-09-01,M,W,56,56
624,2018-09-01,M,W,36,36
625,2018-09-01,M,W,45,45
626,2018-09-01,M,W,56,56
627,2018-09-01,M,W,41,41
628,2018-09-01,M,W,50,50
629,2018-09-01,M,B,23,25
630,2018-09-01,M,B,30,32
631,2018-09-01,M,B,29,31
632,2018-09-01,M,B,37,39
633,2018-09-01,M,B,28,29
634,2018-09-01,M,B,37,39
635,2018-09-01,M,W,28,29
636,2018-09-01,M,B,20,21
637,2018-09-01,M,B,40,41
638,2018-09-01,M,B,25,26
639,2018-09-01,M,B,29,30
640,2018-09-01,M,B,30,31
641,2018-09-01,M,B,52,53
642,2018-09-01,M,B,36,37
643,2018-09-01,M,B,20,21
644,2018-09-01,M,W,35,36
645,2018-09-01,M,B,28,28
646,2018-09-01,M,W,32,32
647,2018-09-01,M,W,32,32
648,2018-09-01,M,B,33,34
649,2018-09-01,M,B,35,35
650,2018-09-01,M,B,33,33
651,2018-09-01,M,W,27,28
652,2018-09-01,M,W,24,25
653,2018-09-01,M,B,39,40
654,2018-09-01,M,B,26,26
655,2018-09-01,M,U,30,31
656,2018-09-01,M,B,24,24
657,2018-09-01,M,W,30,30
658,2018-09-01,M,B,36,36
659,2018-09-01,M,W,28,29
660,2018-09-01,M,B,21,21
661,2018-09-01,M,B,19,20
662,2018-09-01,M,W,36,36
663,2018-09-01,M,B,28,29
664,2018-09-01,M,B,20,21
665,2018-09-01,M,B,29,29
666,2018-09-01,M,W,24,24
667,2018-09-01,M,B,26,27
668,2018-09-01,M,B,56,56
669,2018-09-01,M,B,39,39
670,2018-09-01,M,W,26,26
671,2018-09-01,M,W,36,36
672,2018-09-01,M,B,19,19
673,2018-09-01,M,B,21,21
674,2018-09-01,M,B,23,23
675,2018-09-01,M,W,24,24
676,2018-09-01,M,B,41,42
677,2018-09-01,M,B,41,41
678,2018-09-01,M,B,20,20
679,2018-09-01,M,W,57,57
680,2018-09-01,M,B,38,39
681,2018-09-01,M,x,24,25
682,2018-09-01,M,B,19,19
683,2018-09-01,M,B,22,23
684,2018-09-01,M,W,45,45
685,2018-09-01,M,W,46,47
686,2018-09-01,M,B,27,28
687,2018-09-01,M,B,21,22
688,2018-09-01,M,B,29,30
689,2018-09-01,M,B,32,33
690,2018-09-01,M,B,35,36
691,2018-09-01,M,B,27,27
692,2018-09-01,M,B,41,42
693,2018-09-01,M,B,46,47
694,2018-09-01,M,B,24,25
695,2018-09-01,M,B,42,42
696,2018-09-01,M,B,19,19
697,2018-09-01,M,W,32,33
698,2018-09-01,M,B,22,22
699,2018-09-01,M,B,31,31
700,2018-09-01,M,B,47,47
701,2018-09-01,M,B,44,44
702,2018-09-01,M,B,33,33
703,2018-09-01,M,W,30,30
704,2018-09-01,M,B,20,20
705,2018-09-01,M,B,34,34
706,2018-09-01,M,B,35,35
707,2018-09-01,M,B,35,35
708,2018-09-01,M,B,26,26
709,2018-09-01,M,W,36,36
710,2018-09-01,M,W,42,42
711,2018-09-01,M,W,27,27
712,2018-09-01,M,W,33,33
713,2018-09-01,M,W,38,38
714,2018-09-01,M,W,29,29
715,2018-09-01,M,W,31,31
716,2018-09-01,M,B,50,50
717,2018-09-01,M,B,37,37
718,2018-09-01,M,B,20,20
719,2018-09-01,M,B,35,35
720,2018-09-01,M,W,24,24
721,2018-09-01,M,W,41,41
722,2018-09-01,M,W,47,47
723,2018-09-01,M,B,28,28
724,2018-09-01,M,B,24,24
725,2018-09-01,M,B,21,21
726,2018-09-01,M,W,31,31
727,2018-09-01,M,W,41,41
728,2018-09-01,M,W,29,29
729,2018-09-01,M,B,19,19
730,2018-09-01,M,B,31,31
731,2018-09-01,M,W,28,28
732,2018-09-01,M,W,26,26
733,2018-09-01,M,W,60,60
734,2018-09-01,M,W,37,37
735,2018-09-01,M,W,29,30
736,2018-09-01,M,W,31,32
737,2018-09-01,M,B,26,27
738,2018-09-01,M,W,34,35
739,2018-09-01,M,B,45,46
740,2018-09-01,M,B,28,29
741,2018-09-01,M,B,28,29
742,2018-09-01,M,B,24,25
743,2018-09-01,M,x,32,33
744,2018-09-01,M,H,39,40
745,2018-09-01,M,W,48,49
746,2018-09-01,M,B,19,20
747,2018-09-01,M,B,36,37
748,2018-09-01,M,B,25,25
749,2018-09-01,M,B,20,21
750,2018-09-01,M,B,40,40
751,2018-09-01,M,W,31,32
752,2018-09-01,M,B,29,30
753,2018-09-01,M,W,30,31
754,2018-09-01,M,B,25,25
755,2018-09-01,M,B,19,19
756,2018-09-01,M,H,34,34
757,2018-09-01,M,B,21,21
758,2018-09-01,M,H,26,27
759,2018-09-01,M,B,34,34
760,2018-09-01,M,W,61,62
761,2018-09-01,M,W,24,24
762,2018-09-01,M,W,21,22
763,2018-09-01,M,B,52,53
764,2018-09-01,M,B,31,31
765,2018-09-01,M,A,27,27
766,2018-09-01,M,B,28,28
767,2018-09-01,M,B,48,48
768,2018-09-01,M,B,46,46
769,2018-09-01,M,W,35,35
770,2018-09-01,M,B,28,28
771,2018-09-01,M,B,25,26
772,2018-09-01,M,W,36,36
773,2018-09-01,M,B,25,25
774,2018-09-01,M,B,34,34
775,2018-09-01,M,B,39,39
776,2018-09-01,M,B,38,38
777,2018-09-01,M,B,51,51
778,2018-09-01,M,B,35,35
779,2018-09-01,M,W,21,22
780,2018-09-01,M,B,27,27
781,2018-09-01,M,W,37,37
782,2018-09-01,M,B,36,36
783,2018-09-01,M,B,35,35
784,2018-09-01,M,B,26,26
785,2018-09-01,M,B,22,22
786,2018-09-01,M,W,46,46
787,2018-09-01,M,W,36,36
788,2018-09-01,M,B,32,32
789,2018-09-01,M,B,19,19
790,2018-09-01,M,B,31,32
791,2018-09-01,M,B,28,28
792,2018-09-01,M,B,32,32
793,2018-09-01,M,B,31,31
794,2018-09-01,M,W,36,36
795,2018-09-01,M,B,38,39
796,2018-09-01,M,W,52,52
797,2018-09-01,M,W,44,44
798,2018-09-01,M,W,25,25
799,2018-09-01,M,B,27,27
800,2018-09-01,M,B,27,27
801,2018-09-01,M,W,37,37
802,2018-09-01,M,B,23,23
803,2018-09-01,M,W,25,25
804,2018-09-01,M,B,28,28
805,2018-09-01,M,B,22,22
806,2018-09-01,M,B,35,35
807,2018-09-01,M,W,32,32
808,2018-09-01,M,B,24,24
809,2018-09-01,M,W,36,36
810,2018-09-01,M,B,27,27
811,2018-09-01,M,H,43,43
812,2018-09-01,M,B,29,29
813,2018-09-01,M,W,40,40
814,2018-09-01,M,W,31,31
815,2018-09-01,M,B,61,61
816,2018-09-01,M,B,28,28
817,2018-09-01,M,B,53,53
818,2018-09-01,M,B,38,38
819,2018-09-01,M,B,27,27
820,2018-09-01,M,H,21,21
821,2018-09-01,M,W,27,27
822,2018-09-01,M,W,24,24
